season,holiday,weekday,workingday,weathersit,temp,year,months,hours,humidity,counts
springer,0,Mon,0,Clear + Few clouds,0.3,1,Feb,14,0.61,243
winter,0,Sat,1,Mist + Cloudy,0.6,0,Sep,1,1.0,31
fall,0,Sat,1,Mist + Cloudy,0.62,0,Sep,11,0.94,72
fall,0,Mon,0,Mist + Cloudy,0.68,1,July,2,0.89,115
summer,0,Mon,0,Clear + Few clouds,0.42,0,Apri,10,0.44,211
springer,0,Sun,0,Mist + Cloudy,0.4,0,Jan,22,0.94,28
summer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.26,0,Mar,23,1.0,27
springer,0,Tue,1,Clear + Few clouds,0.36,0,Mar,11,0.4,71
springer,0,Thu,1,Mist + Cloudy,0.26,1,Jan,11,0.87,99
springer,0,Wed,1,Clear + Few clouds,0.16,1,Jan,14,0.43,79
summer,0,Fri,1,Clear + Few clouds,0.48,1,Apri,19,0.31,487
springer,0,Thu,1,Clear + Few clouds,0.54,0,Mar,15,0.19,110
springer,0,Fri,1,Clear + Few clouds,0.5,0,Mar,12,0.45,105
summer,0,Mon,0,Mist + Cloudy,0.4,1,Mar,7,0.94,39
summer,0,Sat,1,Clear + Few clouds,0.74,0,Jun,8,0.58,452
springer,0,Tue,1,Clear + Few clouds,0.46,1,Mar,8,0.88,579
springer,0,Mon,0,Clear + Few clouds,0.26,1,Jan,7,0.93,7
fall,0,Mon,0,Clear + Few clouds,0.86,1,July,16,0.41,495
fall,0,Wed,1,Clear + Few clouds,0.66,0,Jun,5,0.78,21
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.3,1,Nov,7,0.81,293
fall,0,Sat,1,Clear + Few clouds,0.68,0,Jun,0,0.79,63
springer,0,Tue,1,Clear + Few clouds,0.1,1,Feb,5,0.58,17
summer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.58,1,May,19,0.88,304
springer,0,Sun,0,Clear + Few clouds,0.3,0,Dec,18,0.42,35
winter,0,Fri,1,Clear + Few clouds,0.56,0,Oct,17,0.52,568
fall,0,Thu,1,Clear + Few clouds,0.7,0,July,20,0.84,342
summer,0,Mon,0,Clear + Few clouds,0.64,1,Jun,1,0.73,116
fall,0,Wed,1,Clear + Few clouds,0.7,1,July,6,0.65,154
summer,0,Thu,1,Mist + Cloudy,0.7,0,Jun,7,0.79,284
winter,1,Fri,0,Clear + Few clouds,0.44,1,Nov,12,0.35,262
winter,0,Tue,1,Mist + Cloudy,0.46,0,Oct,10,0.82,129
summer,0,Sat,1,Clear + Few clouds,0.4,1,Mar,0,0.47,59
springer,0,Thu,1,Mist + Cloudy,0.24,1,Feb,7,0.7,281
winter,0,Fri,1,Clear + Few clouds,0.32,1,Dec,17,0.42,550
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.6,1,Oct,8,0.88,134
springer,0,Sun,0,Clear + Few clouds,0.38,1,Jan,1,0.46,62
summer,0,Tue,1,Mist + Cloudy,0.74,1,Jun,20,0.48,394
fall,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.66,1,Sep,23,0.89,123
springer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.4,1,Feb,16,0.87,178
fall,0,Wed,1,Clear + Few clouds,0.7,1,Sep,8,0.84,632
fall,0,Fri,1,Clear + Few clouds,0.84,1,Jun,19,0.3,571
springer,0,Mon,0,Clear + Few clouds,0.14,0,Jan,5,0.86,3
winter,0,Thu,1,Mist + Cloudy,0.66,0,Sep,11,0.83,151
winter,0,Wed,1,Mist + Cloudy,0.56,0,Nov,6,0.64,108
springer,0,Sat,1,Mist + Cloudy,0.32,1,Dec,11,0.42,162
fall,0,Tue,1,Mist + Cloudy,0.66,1,Aug,12,0.61,282
fall,0,Thu,1,Clear + Few clouds,0.54,1,Sep,9,0.6,362
winter,0,Tue,1,Clear + Few clouds,0.24,0,Oct,4,0.87,6
summer,0,Mon,0,Mist + Cloudy,0.54,1,May,1,0.83,121
fall,0,Fri,1,Clear + Few clouds,0.56,1,Sep,0,0.73,57
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.38,0,Nov,8,0.94,190
summer,1,Tue,0,Clear + Few clouds,0.58,1,Apri,3,0.68,8
springer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.54,0,Feb,12,0.6,115
fall,0,Thu,1,Clear + Few clouds,0.78,0,July,1,0.49,10
summer,0,Thu,1,Clear + Few clouds,0.5,1,Mar,11,0.42,222
winter,0,Wed,1,Clear + Few clouds,0.34,1,Nov,13,0.46,278
fall,0,Tue,1,Mist + Cloudy,0.72,0,Aug,11,0.62,153
winter,0,Sat,1,Mist + Cloudy,0.54,1,Oct,10,0.88,197
fall,0,Fri,1,Clear + Few clouds,0.76,1,Aug,14,0.48,273
summer,0,Thu,1,Clear + Few clouds,0.66,1,May,23,0.65,160
summer,0,Mon,0,Clear + Few clouds,0.78,1,May,17,0.49,522
winter,0,Wed,1,Clear + Few clouds,0.56,0,Oct,14,0.4,200
summer,0,Tue,1,Mist + Cloudy,0.7,0,Apri,21,0.3,95
springer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.16,0,Jan,21,0.59,56
fall,0,Thu,1,Clear + Few clouds,0.66,1,Sep,11,0.5,232
summer,0,Fri,1,Mist + Cloudy,0.52,1,Apri,16,0.83,318
winter,0,Sun,0,Clear + Few clouds,0.56,1,Oct,15,0.43,711
fall,0,Fri,1,Clear + Few clouds,0.76,1,Aug,16,0.48,465
summer,0,Mon,0,Clear + Few clouds,0.46,0,Apri,11,0.41,304
summer,0,Fri,1,Clear + Few clouds,0.76,1,May,16,0.33,487
summer,0,Tue,1,Clear + Few clouds,0.54,1,Apri,17,0.32,632
summer,0,Wed,1,Mist + Cloudy,0.64,1,May,14,0.73,184
winter,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.22,0,Oct,15,0.93,41
winter,0,Sat,1,Mist + Cloudy,0.6,0,Sep,17,1.0,99
fall,0,Sat,1,Clear + Few clouds,0.9,0,July,19,0.42,241
fall,0,Sun,0,Clear + Few clouds,0.6,0,Sep,7,0.88,52
fall,0,Fri,1,Clear + Few clouds,0.66,0,July,21,0.5,261
fall,0,Sun,0,"Light Snow, Light Rain + Thunderstorm",0.66,0,Sep,11,0.69,194
summer,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.6,1,May,21,0.88,71
springer,0,Fri,1,Clear + Few clouds,0.48,1,Mar,9,0.77,315
winter,0,Fri,1,Mist + Cloudy,0.42,0,Nov,0,0.88,24
winter,0,Fri,1,Mist + Cloudy,0.52,1,Oct,9,0.83,343
springer,0,Tue,1,Clear + Few clouds,0.46,1,Mar,3,0.88,2
fall,0,Wed,1,Mist + Cloudy,0.84,1,July,19,0.36,497
springer,0,Mon,0,Clear + Few clouds,0.1,0,Jan,20,0.36,35
springer,0,Wed,1,Clear + Few clouds,0.1,1,Jan,22,0.46,33
fall,0,Tue,1,Mist + Cloudy,0.68,1,July,6,0.89,157
winter,0,Sun,0,Clear + Few clouds,0.36,1,Nov,18,0.5,271
winter,0,Sat,1,Mist + Cloudy,0.48,1,Nov,17,0.39,300
summer,0,Mon,0,Clear + Few clouds,0.68,0,Jun,21,0.79,167
fall,0,Mon,0,Clear + Few clouds,0.54,1,Sep,3,0.73,46
winter,0,Mon,0,Clear + Few clouds,0.6,0,Sep,5,0.88,3
winter,0,Wed,1,Clear + Few clouds,0.22,1,Nov,6,0.69,149
springer,0,Sat,1,Mist + Cloudy,0.24,0,Feb,23,0.7,31
summer,0,Sat,1,Mist + Cloudy,0.5,1,Mar,8,0.94,662
winter,0,Tue,1,Mist + Cloudy,0.62,1,Oct,16,0.46,459
fall,0,Sat,1,Mist + Cloudy,0.78,0,Aug,13,0.59,237
fall,0,Mon,0,Clear + Few clouds,0.74,0,Sep,15,0.51,404
springer,0,Tue,1,Mist + Cloudy,0.22,1,Jan,7,0.6,240
summer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.7,0,Jun,1,0.65,23
summer,0,Thu,1,Clear + Few clouds,0.36,0,Apri,9,0.46,165
fall,0,Thu,1,Clear + Few clouds,0.64,1,Aug,6,0.78,172
springer,0,Thu,1,Clear + Few clouds,0.34,0,Dec,12,0.46,140
springer,0,Fri,1,Mist + Cloudy,0.24,1,Dec,22,0.6,44
fall,0,Sun,0,Clear + Few clouds,0.8,0,July,11,0.36,357
summer,0,Thu,1,Clear + Few clouds,0.46,1,Jun,3,0.82,8
springer,0,Thu,1,Clear + Few clouds,0.24,0,Dec,20,0.41,79
winter,0,Sun,0,Clear + Few clouds,0.4,1,Oct,20,0.54,255
springer,0,Thu,1,Clear + Few clouds,0.64,1,Mar,19,0.33,472
springer,0,Mon,0,Mist + Cloudy,0.3,1,Feb,15,0.49,253
springer,0,Sun,0,Clear + Few clouds,0.36,1,Feb,12,0.43,369
winter,0,Mon,0,Clear + Few clouds,0.42,0,Oct,10,0.71,289
summer,0,Tue,1,Clear + Few clouds,0.46,0,Mar,21,0.94,91
summer,0,Sun,0,Mist + Cloudy,0.6,1,May,21,0.6,230
springer,0,Mon,0,Mist + Cloudy,0.16,1,Jan,8,0.74,32
summer,1,Tue,0,Clear + Few clouds,0.52,1,Apri,6,0.83,133
winter,0,Fri,1,Mist + Cloudy,0.34,1,Dec,18,0.71,381
summer,0,Thu,1,Clear + Few clouds,0.42,0,Apri,22,0.67,99
fall,0,Tue,1,Mist + Cloudy,0.76,1,July,13,0.55,255
springer,0,Thu,1,Clear + Few clouds,0.32,0,Dec,1,0.76,12
summer,0,Tue,1,Clear + Few clouds,0.64,0,Jun,21,0.41,218
summer,0,Thu,1,Clear + Few clouds,0.7,1,May,12,0.54,330
springer,0,Sat,1,Mist + Cloudy,0.32,0,Feb,1,1.0,10
winter,0,Tue,1,Clear + Few clouds,0.44,0,Nov,7,0.72,322
summer,0,Sun,0,Mist + Cloudy,0.44,1,Apri,16,0.38,376
winter,0,Tue,1,Mist + Cloudy,0.4,0,Oct,21,0.82,138
fall,0,Fri,1,Clear + Few clouds,0.78,1,July,12,0.35,292
summer,0,Wed,1,Clear + Few clouds,0.64,1,May,11,0.78,224
winter,0,Mon,0,Mist + Cloudy,0.26,1,Dec,3,0.93,25
fall,0,Sat,1,Mist + Cloudy,0.64,1,Aug,6,0.89,108
fall,0,Sat,1,Mist + Cloudy,0.76,0,Aug,13,0.62,232
summer,0,Fri,1,Clear + Few clouds,0.46,1,Mar,10,0.47,166
summer,0,Sat,1,Clear + Few clouds,0.56,1,May,4,0.88,4
springer,0,Thu,1,Clear + Few clouds,0.26,1,Mar,7,0.65,344
winter,0,Tue,1,Clear + Few clouds,0.36,0,Oct,3,0.81,7
springer,0,Sun,0,Clear + Few clouds,0.14,1,Jan,9,0.5,81
fall,0,Wed,1,Clear + Few clouds,0.8,1,July,17,0.52,869
summer,0,Tue,1,Clear + Few clouds,0.44,1,Mar,4,0.82,4
summer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.48,1,May,23,0.82,55
springer,0,Sun,0,Clear + Few clouds,0.26,1,Dec,8,0.44,29
summer,0,Thu,1,Clear + Few clouds,0.56,1,Mar,13,0.43,273
fall,0,Tue,1,Clear + Few clouds,0.74,0,Aug,12,0.35,207
fall,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.6,0,Aug,0,0.88,25
winter,0,Tue,1,Clear + Few clouds,0.58,1,Sep,17,0.3,898
fall,0,Wed,1,Clear + Few clouds,0.88,0,July,17,0.44,428
springer,0,Wed,1,Clear + Few clouds,0.24,1,Feb,2,0.6,3
springer,0,Mon,0,Clear + Few clouds,0.22,0,Jan,17,0.37,105
fall,0,Sat,1,Clear + Few clouds,0.64,1,Sep,19,0.65,588
summer,0,Thu,1,Mist + Cloudy,0.62,1,May,22,0.83,159
summer,0,Mon,0,Clear + Few clouds,0.76,1,Jun,20,0.48,363
springer,0,Tue,1,Clear + Few clouds,0.16,1,Dec,6,0.64,40
springer,0,Sat,1,Clear + Few clouds,0.22,0,Jan,10,0.37,63
springer,0,Wed,1,Clear + Few clouds,0.3,0,Mar,2,0.62,3
summer,0,Sat,1,Clear + Few clouds,0.42,1,Apri,5,0.94,25
winter,0,Thu,1,Clear + Few clouds,0.34,1,Nov,0,0.81,26
winter,0,Mon,0,Clear + Few clouds,0.44,0,Nov,9,0.72,138
springer,0,Sat,1,Clear + Few clouds,0.24,0,Dec,2,0.7,12
summer,0,Tue,1,Mist + Cloudy,0.62,1,May,15,0.53,262
winter,0,Sun,0,Clear + Few clouds,0.3,0,Nov,3,0.81,17
summer,0,Sun,0,Clear + Few clouds,0.66,0,May,22,0.78,161
fall,0,Tue,1,Clear + Few clouds,0.66,1,Aug,7,0.83,433
summer,0,Tue,1,Clear + Few clouds,0.62,1,Jun,19,0.38,645
summer,0,Fri,1,Clear + Few clouds,0.54,1,May,13,0.39,318
summer,0,Sun,0,Clear + Few clouds,0.46,0,May,5,0.88,5
fall,0,Sat,1,Clear + Few clouds,0.92,0,July,18,0.37,362
springer,0,Thu,1,Clear + Few clouds,0.26,1,Jan,5,0.7,33
fall,0,Fri,1,Clear + Few clouds,0.56,1,Sep,21,0.64,274
fall,0,Fri,1,Mist + Cloudy,0.6,0,Sep,4,0.94,2
fall,0,Fri,1,Clear + Few clouds,0.52,1,Sep,5,0.83,57
winter,1,Fri,0,Clear + Few clouds,0.48,1,Nov,15,0.29,228
fall,0,Wed,1,Clear + Few clouds,0.66,1,July,4,0.83,6
fall,0,Fri,1,Clear + Few clouds,0.58,1,Sep,23,0.73,170
winter,0,Mon,0,Clear + Few clouds,0.46,1,Sep,5,0.59,6
springer,0,Wed,1,Clear + Few clouds,0.46,1,Jan,21,0.67,180
summer,0,Sat,1,Clear + Few clouds,0.7,0,Jun,12,0.65,243
winter,0,Sun,0,Clear + Few clouds,0.5,1,Oct,8,0.77,213
winter,0,Fri,1,Clear + Few clouds,0.22,0,Dec,8,0.55,429
springer,0,Wed,1,Mist + Cloudy,0.16,0,Jan,10,0.69,42
winter,0,Fri,1,Clear + Few clouds,0.34,0,Oct,23,0.61,68
summer,0,Sat,1,"Light Snow, Light Rain + Thunderstorm",0.38,0,Apri,12,0.66,80
winter,1,Tue,0,Mist + Cloudy,0.52,1,Nov,20,0.77,304
winter,0,Thu,1,Mist + Cloudy,0.36,1,Oct,11,0.66,189
springer,0,Sat,1,Mist + Cloudy,0.24,0,Feb,18,0.6,155
summer,0,Wed,1,Clear + Few clouds,0.34,1,Apri,5,0.71,24
winter,0,Thu,1,Clear + Few clouds,0.32,1,Nov,17,0.49,583
winter,0,Sun,0,Clear + Few clouds,0.54,1,Oct,17,0.49,610
winter,0,Sun,0,Clear + Few clouds,0.24,0,Nov,2,0.65,46
springer,0,Mon,0,Mist + Cloudy,0.16,1,Jan,1,0.47,42
summer,0,Sun,0,Mist + Cloudy,0.38,0,Apri,20,0.87,93
winter,0,Sun,0,Mist + Cloudy,0.28,0,Dec,3,0.61,25
summer,0,Sat,1,Mist + Cloudy,0.62,1,Jun,4,0.73,6
summer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.56,0,Jun,7,0.78,188
fall,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.58,1,Sep,22,0.83,151
winter,0,Tue,1,Clear + Few clouds,0.42,0,Oct,16,0.54,272
springer,0,Sun,0,Clear + Few clouds,0.34,1,Jan,22,0.34,103
fall,0,Tue,1,Mist + Cloudy,0.56,0,Sep,18,0.68,540
summer,0,Mon,0,Mist + Cloudy,0.62,0,Jun,5,0.61,6
winter,0,Sun,0,Clear + Few clouds,0.32,1,Nov,22,0.57,146
winter,0,Sat,1,Clear + Few clouds,0.6,0,Sep,22,0.94,157
springer,0,Sat,1,Mist + Cloudy,0.34,0,Dec,19,0.49,112
springer,1,Tue,0,"Light Snow, Light Rain + Thunderstorm",0.16,0,Jan,20,0.8,33
summer,0,Wed,1,Clear + Few clouds,0.54,0,May,21,0.88,174
springer,0,Sun,0,Mist + Cloudy,0.42,0,Jan,16,0.82,93
winter,0,Sun,0,Mist + Cloudy,0.34,1,Nov,9,0.49,219
fall,0,Wed,1,Clear + Few clouds,0.7,0,Jun,22,0.7,134
summer,0,Wed,1,Clear + Few clouds,0.56,0,Apri,6,0.88,80
winter,0,Mon,0,Mist + Cloudy,0.34,1,Dec,5,0.87,9
fall,0,Tue,1,Mist + Cloudy,0.56,0,Sep,10,0.64,105
winter,0,Mon,0,Clear + Few clouds,0.48,1,Sep,22,0.72,91
summer,1,Tue,0,Clear + Few clouds,0.82,0,May,11,0.52,321
fall,0,Wed,1,Clear + Few clouds,0.64,1,Aug,9,0.69,328
springer,0,Mon,0,Mist + Cloudy,0.1,1,Feb,2,0.58,27
winter,0,Mon,0,Clear + Few clouds,0.5,1,Oct,19,0.42,266
winter,0,Fri,1,Clear + Few clouds,0.58,1,Oct,1,0.68,28
winter,0,Thu,1,Clear + Few clouds,0.46,0,Nov,17,0.63,485
fall,0,Tue,1,Mist + Cloudy,0.74,0,July,13,0.74,78
springer,0,Fri,1,Clear + Few clouds,0.18,0,Jan,22,0.74,27
summer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.56,1,May,8,0.88,270
fall,0,Thu,1,Clear + Few clouds,0.84,0,July,13,0.56,120
fall,0,Tue,1,Mist + Cloudy,0.7,1,Aug,8,0.79,605
springer,0,Thu,1,Mist + Cloudy,0.2,1,Jan,21,0.44,90
fall,1,Tue,0,Mist + Cloudy,0.66,0,Sep,6,0.74,11
summer,0,Fri,1,Clear + Few clouds,0.54,1,Mar,0,0.68,48
winter,0,Sun,0,Clear + Few clouds,0.26,0,Dec,9,0.7,124
fall,0,Thu,1,Clear + Few clouds,0.66,1,Jun,9,0.41,282
summer,0,Sat,1,Clear + Few clouds,0.74,1,Jun,19,0.3,555
fall,0,Thu,1,Mist + Cloudy,0.64,0,Sep,19,0.89,226
summer,0,Thu,1,Mist + Cloudy,0.4,0,Apri,1,1.0,1
fall,0,Thu,1,Clear + Few clouds,0.6,0,Sep,2,0.83,5
fall,0,Sun,0,Clear + Few clouds,0.82,0,July,20,0.59,145
summer,0,Sun,0,Mist + Cloudy,0.52,1,Mar,5,0.83,4
winter,0,Wed,1,Clear + Few clouds,0.24,1,Nov,0,0.6,19
fall,0,Sat,1,Mist + Cloudy,0.6,0,July,6,0.73,120
summer,0,Thu,1,Mist + Cloudy,0.5,1,Apri,7,0.39,418
springer,0,Mon,0,Clear + Few clouds,0.34,1,Jan,11,0.76,138
springer,0,Sun,0,Mist + Cloudy,0.18,0,Jan,2,0.55,16
springer,0,Tue,1,Mist + Cloudy,0.16,0,Jan,7,0.64,72
fall,0,Sat,1,Clear + Few clouds,0.8,0,July,18,0.24,422
fall,0,Sat,1,Mist + Cloudy,0.72,1,Aug,9,0.58,389
springer,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.24,1,Dec,16,0.87,33
winter,0,Thu,1,Clear + Few clouds,0.32,0,Nov,3,0.93,4
fall,0,Sun,0,Clear + Few clouds,0.6,1,Sep,1,0.73,109
springer,0,Mon,0,Clear + Few clouds,0.3,1,Dec,13,0.36,169
springer,0,Wed,1,Clear + Few clouds,0.18,1,Mar,3,0.51,1
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.64,0,Sep,10,0.94,122
summer,0,Sat,1,Clear + Few clouds,0.46,1,Apri,1,0.82,25
fall,0,Wed,1,Mist + Cloudy,0.66,1,Aug,5,0.83,42
springer,0,Fri,1,Mist + Cloudy,0.26,1,Jan,18,0.44,361
fall,0,Wed,1,Clear + Few clouds,0.64,0,Aug,20,0.53,260
fall,0,Tue,1,Clear + Few clouds,0.64,0,Sep,21,0.73,195
winter,0,Mon,0,Clear + Few clouds,0.38,0,Dec,17,0.76,245
winter,0,Sun,0,Mist + Cloudy,0.36,0,Nov,21,0.62,108
winter,0,Sun,0,Clear + Few clouds,0.62,0,Oct,15,0.31,377
summer,0,Thu,1,Mist + Cloudy,0.44,1,Apri,8,0.72,684
winter,1,Fri,0,Clear + Few clouds,0.36,0,Nov,21,0.71,26
fall,0,Tue,1,Mist + Cloudy,0.84,0,July,11,0.59,107
summer,0,Mon,0,Mist + Cloudy,0.4,0,Apri,10,0.87,150
winter,0,Thu,1,Clear + Few clouds,0.56,0,Oct,10,0.56,133
winter,0,Thu,1,Clear + Few clouds,0.34,0,Nov,18,0.49,376
fall,0,Tue,1,Clear + Few clouds,0.82,1,Aug,18,0.41,843
fall,0,Mon,0,Clear + Few clouds,0.84,0,July,15,0.39,361
fall,0,Sun,0,Mist + Cloudy,0.6,1,July,11,0.83,305
fall,0,Sat,1,Clear + Few clouds,0.8,1,Jun,10,0.52,185
summer,0,Thu,1,Clear + Few clouds,0.9,0,Jun,18,0.37,459
summer,0,Mon,0,Clear + Few clouds,0.52,1,Apri,16,0.52,511
fall,0,Mon,0,Clear + Few clouds,0.5,0,Sep,10,0.72,260
springer,0,Sat,1,Clear + Few clouds,0.42,1,Feb,21,0.35,152
winter,0,Sun,0,Mist + Cloudy,0.56,1,Oct,17,0.64,618
springer,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.32,0,Mar,22,0.93,21
summer,0,Wed,1,Clear + Few clouds,0.64,1,Apri,18,0.25,775
springer,0,Mon,0,Clear + Few clouds,0.46,1,Mar,14,0.31,501
fall,0,Sat,1,Clear + Few clouds,0.74,1,Aug,23,0.62,174
fall,0,Mon,0,Clear + Few clouds,0.5,1,Sep,3,0.68,48
fall,0,Sat,1,Mist + Cloudy,0.72,1,Sep,15,0.48,367
summer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.24,0,Mar,1,0.93,5
springer,0,Sat,1,Mist + Cloudy,0.2,0,Feb,10,0.51,51
fall,0,Wed,1,Clear + Few clouds,0.74,0,Aug,16,0.37,337
winter,0,Wed,1,"Light Snow, Light Rain + Thunderstorm",0.4,0,Nov,14,0.94,36
springer,0,Wed,1,Mist + Cloudy,0.26,1,Feb,3,0.52,3
winter,0,Wed,1,Clear + Few clouds,0.52,0,Nov,1,0.83,17
summer,0,Mon,0,Mist + Cloudy,0.72,0,May,12,0.51,401
fall,0,Wed,1,Mist + Cloudy,0.7,0,July,3,0.79,8
summer,0,Thu,1,Clear + Few clouds,0.54,1,Jun,8,0.68,668
winter,0,Fri,1,Clear + Few clouds,0.36,1,Nov,14,0.43,187
fall,0,Fri,1,Clear + Few clouds,0.6,1,Sep,18,0.56,900
summer,0,Mon,0,Clear + Few clouds,0.52,0,May,2,0.94,68
springer,1,Tue,0,Clear + Few clouds,0.1,1,Jan,8,0.58,78
springer,0,Fri,1,Clear + Few clouds,0.24,0,Mar,18,0.35,167
springer,0,Thu,1,Clear + Few clouds,0.34,0,Mar,21,0.29,71
springer,0,Mon,0,Clear + Few clouds,0.4,1,Mar,23,0.5,52
winter,0,Sat,1,Clear + Few clouds,0.36,0,Oct,7,0.71,233
fall,0,Tue,1,Clear + Few clouds,0.66,0,Aug,18,0.47,547
springer,0,Mon,0,Clear + Few clouds,0.36,0,Mar,19,0.5,101
fall,0,Thu,1,Clear + Few clouds,0.7,1,Aug,0,0.61,60
springer,0,Sun,0,Clear + Few clouds,0.4,1,Jan,12,0.43,376
winter,0,Fri,1,Clear + Few clouds,0.46,0,Oct,10,0.59,130
springer,0,Fri,1,Clear + Few clouds,0.3,0,Dec,18,0.56,207
winter,0,Fri,1,Clear + Few clouds,0.66,0,Sep,12,0.61,195
springer,0,Fri,1,Clear + Few clouds,0.14,1,Jan,0,0.5,16
summer,0,Fri,1,Mist + Cloudy,0.48,1,May,2,0.88,3
summer,0,Sun,0,Clear + Few clouds,0.64,1,Jun,2,0.5,89
springer,1,Tue,0,"Light Snow, Light Rain + Thunderstorm",0.2,0,Feb,22,0.75,11
fall,0,Sat,1,Clear + Few clouds,0.6,0,Aug,22,0.88,122
summer,0,Fri,1,Clear + Few clouds,0.58,1,Jun,9,0.68,337
fall,0,Wed,1,Clear + Few clouds,0.78,1,July,23,0.59,161
winter,0,Sun,0,Clear + Few clouds,0.46,1,Oct,0,0.82,123
springer,0,Mon,0,Clear + Few clouds,0.24,1,Mar,5,0.6,7
fall,0,Fri,1,Mist + Cloudy,0.76,0,Aug,12,0.62,205
springer,0,Mon,0,Clear + Few clouds,0.3,1,Jan,3,0.81,52
winter,0,Fri,1,Clear + Few clouds,0.4,1,Nov,17,0.2,592
fall,0,Tue,1,Clear + Few clouds,0.84,0,Aug,13,0.44,151
springer,0,Sun,0,Clear + Few clouds,0.5,1,Mar,16,0.27,467
fall,0,Wed,1,Clear + Few clouds,0.84,1,July,9,0.53,339
springer,0,Wed,1,Mist + Cloudy,0.16,0,Feb,1,0.69,3
summer,0,Wed,1,Clear + Few clouds,0.58,0,Jun,8,0.49,486
winter,0,Wed,1,Clear + Few clouds,0.54,0,Oct,11,0.64,124
springer,0,Thu,1,Mist + Cloudy,0.24,1,Dec,3,0.7,2
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.36,0,Oct,22,0.81,64
springer,0,Sun,0,Clear + Few clouds,0.46,1,Mar,19,0.33,225
fall,0,Sun,0,Clear + Few clouds,0.78,1,Aug,9,0.65,278
winter,0,Mon,0,Clear + Few clouds,0.4,0,Oct,17,0.35,245
winter,0,Wed,1,Clear + Few clouds,0.46,1,Oct,20,0.55,432
winter,0,Sun,0,Clear + Few clouds,0.48,0,Oct,0,0.72,89
summer,0,Thu,1,Mist + Cloudy,0.54,1,Apri,10,0.45,167
winter,0,Mon,0,"Light Snow, Light Rain + Thunderstorm",0.44,1,Oct,21,0.88,46
winter,0,Fri,1,Clear + Few clouds,0.34,1,Nov,3,0.61,15
fall,0,Wed,1,Clear + Few clouds,0.66,0,July,3,0.74,8
summer,0,Sun,0,Clear + Few clouds,0.56,1,Jun,23,0.52,238
summer,0,Fri,1,"Light Snow, Light Rain + Thunderstorm",0.26,0,Mar,7,1.0,108
winter,0,Wed,1,Mist + Cloudy,0.34,1,Nov,5,0.87,18
winter,0,Tue,1,"Light Snow, Light Rain + Thunderstorm",0.44,1,Dec,13,1.0,220
summer,0,Tue,1,Clear + Few clouds,0.6,0,Apri,20,0.33,165
fall,0,Sun,0,Clear + Few clouds,0.62,0,Sep,8,0.83,119
summer,0,Thu,1,Clear + Few clouds,0.54,0,May,10,0.68,154
fall,0,Sun,0,Clear + Few clouds,0.62,0,Sep,4,0.73,7
summer,0,Sat,1,Clear + Few clouds,0.62,1,May,16,0.25,525
springer,0,Tue,1,Mist + Cloudy,0.36,0,Feb,16,0.57,114
springer,0,Thu,1,Mist + Cloudy,0.2,1,Jan,18,0.37,289
summer,0,Thu,1,Clear + Few clouds,0.72,1,May,17,0.51,873
summer,0,Wed,1,Clear + Few clouds,0.54,1,Jun,0,0.68,34
summer,0,Tue,1,Mist + Cloudy,0.58,1,May,20,0.88,189
summer,0,Thu,1,Clear + Few clouds,0.62,1,Jun,12,0.38,315
winter,0,Sun,0,Clear + Few clouds,0.38,0,Dec,15,0.46,337
winter,0,Tue,1,Clear + Few clouds,0.46,1,Oct,9,0.63,360
fall,0,Thu,1,"Light Snow, Light Rain + Thunderstorm",0.74,1,Aug,16,0.55,460
winter,0,Tue,1,Clear + Few clouds,0.42,0,Nov,11,0.77,128
fall,0,Wed,1,Clear + Few clouds,0.7,1,Aug,0,0.84,47
springer,0,Tue,1,Mist + Cloudy,0.12,0,Jan,12,0.42,63
winter,0,Sun,0,Clear + Few clouds,0.54,1,Oct,6,0.88,30
winter,0,Mon,0,Clear + Few clouds,0.22,0,Oct,0,0.87,54
summer,0,Mon,0,Clear + Few clouds,0.58,0,May,10,0.49,244
summer,0,Thu,1,Clear + Few clouds,0.44,0,Apri,7,0.94,237
